---------------------------------------------------------------------------------------------------------------------------------------------------------------|
       Sucursal.|            SKU|        Familia|  Prec. con IVA|  Stock en Uni.|    Bulto Prov.|            UxB|            IVA|         EAN-13|         DUM-14|
              1|          20983|              8|    404.1387900|             -8|       1.000000|             12|         21.000|  7500435012294| 17506339347439|
              1|          20984|              8|    404.1387900|             -3|       1.000000|             12|         21.000|  7500435012065| 17506339347613|
              1|          20985|              8|    404.1387900|             18|       4.000000|             10|         21.000|  7500435012249| 17506339347224|
              1|          20986|              8|    404.1387900|            -19|       0.000000|             10|         21.000|  7500435012676| 17506339347309|
              1|          20987|              8|    404.1387900|             -7|       1.000000|             10|         21.000|  7500435012362| 17506339347804|
              1|          20988|              8|    404.1387900|            -13|       1.000000|             10|         21.000|  7500435012096| 17506339347279|
              1|          20997|              8|    147.2557900|            355|      31.000000|             12|         21.000|  7500435012140| 17506339347132|
              1|          20998|              8|    147.2557900|            351|      31.000000|             12|         21.000|  7500435012256| 17506339347415|
              1|          20999|              8|    147.2557900|            361|      32.000000|             12|         21.000|  7500435012454| 17506339347361|
              1|          21000|              8|    147.2557900|            213|      19.000000|             12|         21.000|  7500435012034| 17506339347590|
              1|          21001|              8|    147.2557900|            297|      26.000000|             12|         21.000|  7500435012195| 17506339347200|
              1|          21002|              8|    147.2557900|            216|      20.000000|             12|         21.000|  7500435012324| 17506339347781|
              1|          21003|              8|    147.2557900|            363|      32.000000|             12|         21.000|  7500435012508| 17506339347286|
              1|          21004|              8|    147.2557900|            458|      40.000000|             12|         21.000|  7500435012072| 17506339347255|
              1|          21036|              8|    179.1392900|              1|       2.000000|             12|         21.000|  3014260846800| 17506195159481|
              1|          21038|              6|     18.7537900|             95|       6.000000|             18|         21.000|  7790036000695| 27790036000699|
              1|          21039|              8|     63.5237900|            -20|       0.000000|             36|         21.000|  3014260278922| 23014260278926|
              1|          21040|              8|    161.5337900|            -15|       0.000000|             12|         21.000|  7899706118743|  7899706118750|
              1|          21041|              8|    273.5192900|            -19|       0.000000|             12|         21.000|  7899706118767|  7899706118774|
              1|          21042|              8|    429.8512900|            -19|       0.000000|             12|         21.000|  7899706118781|  7899706118798|
              1|          21043|              8|    161.5337900|             -5|       1.000000|             12|         21.000|  7899706118804|  7899706118811|
              1|          21044|              8|    273.5192900|            -19|       0.000000|             12|         21.000|  7899706118828|  7899706118835|
              1|          21045|              8|    429.8512900|             72|       8.000000|             12|         21.000|  7899706118842|  7899706118859|
              1|          21046|              8|    435.5987900|             69|       7.000000|             12|         21.000|  7899026484726|  7899026484733|
              1|          21047|              8|    435.5987900|            -13|       1.000000|             12|         21.000|  7899026484740|  7899026484757|
              1|          21048|              8|    435.5987900|            -10|       1.000000|             12|         21.000|  7899026484603|  7899026484610|
              1|          21049|              8|    435.5987900|            101|      10.000000|             12|         21.000|  7899026484627|  7899026484634|
              1|          21052|              8|    435.5987900|             -1|       2.000000|             12|         21.000|  7898587774901|  7898587774918|
              1|          21053|              8|    435.5987900|            -16|       0.000000|             12|         21.000|  7898587774963|  7898587774970|
              1|          21054|              8|    435.5987900|             64|       7.000000|             12|         21.000|  7899026483347|  7899026483354|
              1|          21076|              8|    435.5987900|             15|       3.000000|             12|         21.000|  7899026483408|  7899026483415|
              1|          21077|              8|    203.2787900|             24|       4.000000|             12|         21.000|  4015400862116| 04015400862109|
              1|          21078|              8|    325.0047900|            -20|       0.000000|              6|         21.000|  4015400763727| 04015400763710|
              1|          21087|              8|    231.7742900|            -14|       1.000000|             12|         21.000|  7500435106382| 17500435106389|
              1|          21088|              8|    112.8917900|            -20|       0.000000|             12|         21.000|  7500435106399| 17500435106396|
              1|          21089|              8|    231.7742900|            -20|       0.000000|             12|         21.000|  7500435106405| 17500435106402|
              1|          21090|              8|    231.7742900|            -20|       0.000000|             12|         21.000|  7500435106412| 17500435106419|
              1|          21091|              8|    254.0987900|             31|       4.000000|             12|         21.000|  7506309840628| 17500435012161|
              1|          21092|              8|    254.0987900|              3|       2.000000|             12|         21.000|  7501007495705| 17500435012420|
              1|          21093|              8|    254.0987900|             -7|       1.000000|             12|         21.000|  7501001170073| 17500435012697|
              1|          21094|              8|    169.3987900|             13|       3.000000|             12|         21.000|  7509552914504| 27509552914508|
              1|          21095|              8|    169.3987900|             20|       3.000000|             12|         21.000|  7509552914535| 27509552914539|
              1|          21096|              8|    273.5192900|            -16|       0.000000|             12|         21.000|  7509552914511| 27509552914515|
              1|          21097|              8|    273.5192900|            -17|       0.000000|             12|         21.000|  7509552914542| 27509552914546|
              1|          21099|              8|    250.5292900|            -16|       0.000000|             12|         21.000|  7500435125116| 17500435015704|
              1|          21101|              8|    250.5292900|             44|       5.000000|             12|         21.000|  7500435019620| 17500435007303|
              1|          21103|              8|    250.5292900|             15|       3.000000|             12|         21.000|  7500435019750| 17500435007273|
              1|          21104|              8|    250.5292900|             18|       3.000000|             12|         21.000|  7500435125123| 17500435015711|
              1|          21106|              8|    250.5292900|              4|       2.000000|             12|         21.000|  7500435019545| 17500435006733|
              1|          21107|              8|    135.5187900|            -12|       1.000000|             12|         21.000|  7500435125031| 17500435015629|
              1|          21108|              8|    260.5117900|            -20|       0.000000|             12|         21.000|  7500435019729| 17500435007204|
              1|          21109|              8|    135.5187900|            -20|       0.000000|             12|         21.000|  7500435125086| 17500435015674|
              1|          21110|              8|    260.5117900|            -20|       0.000000|             12|         21.000|  7500435125093| 17500435015681|
              1|          21113|              8|    250.5292900|             22|       4.000000|             12|         21.000|  7500435020169| 17500435007242|
              1|          21115|              8|    250.5292900|             12|       3.000000|             12|         21.000|  7500435020008| 17500435006719|
              1|          21117|              8|    250.5292900|            -19|       0.000000|             12|         21.000|  7500435020671| 17500435007280|
              1|          21121|              8|    250.5292900|            -20|       0.000000|             12|         21.000|  7500435019491| 17500435007211|
              1|          21122|              8|    250.5292900|             39|       5.000000|             12|         21.000|  7500435019712| 17500435006689|
              1|          21124|              8|    250.5292900|            -16|       0.000000|             12|         21.000|  7500435019880| 17500435007129|
              1|          21125|              8|     80.5847900|            -20|       0.000000|              8|         21.000|  7791293030395| 27791293030399|
              1|          21126|              8|    147.2557900|            -13|       1.000000|             12|         21.000|  7506339351316| 17506339351313|
              1|          21131|              8|    439.6522900|            -14|       1.000000|             10|         21.000|  7500435107983| 17500435002827|
              1|          21132|              8|    439.6522900|            -17|       0.000000|             10|         21.000|  7500435108010| 17500435002919|
              1|          21133|              8|    439.6522900|             -1|       2.000000|             10|         21.000|  7500435108027| 17500435003008|
              1|          21134|              8|    439.6522900|            -20|       0.000000|             10|         21.000|  7500435108041| 17500435003077|
              1|          21135|              6|     18.7537900|            422|      25.000000|             18|         21.000|  7790036000633| 27790036000637|
              1|          21136|              8|    260.5117900|            -20|       0.000000|             12|         21.000|  7500435019903| 17500435007228|
              1|          21137|              8|    250.5292900|            172|      16.000000|             12|         21.000|  7500435020084| 17500435007105|
              1|          21138|              8|    250.5292900|            171|      16.000000|             12|         21.000|  7500435019583| 17500435007112|
              1|          21139|              8|     77.8017900|            -20|       0.000000|             12|         21.000|  7506339320978| 17506339320975|
              1|          21140|              8|     77.8017900|            -20|       0.000000|             12|         21.000|  7506339320985| 17506339320982|
              1|          21141|              8|    136.6682900|            -19|       0.000000|             12|         21.000|  7506295302360| 17506295302367|
              1|          21142|              8|     77.8017900|            -20|       0.000000|             12|         21.000|  7506339320190| 17506339320197|
              1|          21144|              8|    136.6682900|            -11|       1.000000|             12|         21.000|  7506295302223| 17506295302220|
              1|          21145|              6|     12.8247900|           4210|      20.000000|            216|         21.000|  7790580106041| 17790580106048|
              1|          21146|              6|     12.8247900|           3094|      14.000000|            216|         21.000|  7790580106430| 17790580106437|
              1|          21147|              6|     12.8247900|            -20|       0.000000|            216|         21.000|  7790580106690| 17790580106697|
              1|          21148|              6|     12.8247900|           3220|      15.000000|            216|         21.000|  7790580111649| 17790580111646|
              1|          21149|              6|     12.4617900|            -20|       0.000000|            288|         21.000|  7793360001413| 17793360101417|
              1|          21150|              6|     14.7607900|            -20|       0.000000|            288|         21.000|  7790580984502| 17790580984509|
              1|          21151|              6|     14.7607900|           2896|      10.000000|            288|         21.000|  7790580984205| 17790580984202|
              1|          21152|              6|     14.7607900|           1420|       5.000000|            288|         21.000|  7790580111663| 17790580111660|
              1|          21153|              6|     14.7607900|            -20|       0.000000|            288|         21.000|  7793360000577|               |
              1|          21154|              8|    206.1827900|            -20|       0.000000|              3|         21.000|  7791600668518| 37791600668519|
              1|          21155|              8|    103.8167900|            -20|       0.000000|              6|         21.000|  7791600066444| 67791600066446|
              1|          21156|              8|    361.1232900|            -20|       0.000000|              3|         21.000|  7791600164133| 37791600164134|
              1|          21157|              8|    123.4792900|            -20|       0.000000|              6|         21.000|  7791600164454| 67791600164456|
              1|          21158|              8|    248.2907900|            -20|       0.000000|              3|         21.000|  7791600087012| 37791600087013|
              1|          21159|              8|    294.9967900|            -20|       0.000000|              3|         21.000|  7791600028190| 37791600028191|
              1|          21160|              8|    169.3987900|             -1|       2.000000|             12|         21.000|  7509552800135|  7509552800142|
              1|          21161|              8|    273.5192900|            -19|       0.000000|             12|         21.000|  7509552800173|  7509552800180|
              1|          21162|              8|    435.5987900|            -16|       0.000000|             12|         21.000|  7509552800210|  7509552800227|
              1|          21164|              8|    273.5192900|            -20|       0.000000|             12|         21.000|  7509552800258|  7509552800265|
              1|          21165|              8|    169.3987900|              1|       2.000000|             12|         21.000|  7509552800371|  7509552800388|
              1|          21166|              8|    273.5192900|            -12|       1.000000|             12|         21.000|  7509552800418|  7509552800425|
              1|          21167|              8|    435.5987900|            -14|       1.000000|             12|         21.000|  7509552800456|  7509552800463|
              1|          21169|              8|    135.9422900|            338|      30.000000|             12|         21.000|  7791293040868| 77912930408682|
              1|          21170|              8|    288.7047900|            -10|       1.000000|             12|         21.000|  7791293034959| 27791293034953|
              1|          21172|              8|    135.9422900|            132|      13.000000|             12|         21.000|  7791293040738| 27791293040732|
              1|          21173|              8|    288.7047900|             -7|       1.000000|             12|         21.000|  7791293034928| 27791293034922|
              1|          21175|              8|    362.0912900|            -20|       0.000000|             12|         21.000|  7791293034768| 27791293034762|
              1|          21177|              8|    327.7877900|            -20|       0.000000|             12|         21.000|  7791293034782| 27791293034786|
              1|          21179|              8|     50.6372900|            -20|       0.000000|             12|         21.000|  7791293034706| 27791293034700|
              1|          21185|              8|    137.2127900|            -20|       0.000000|              6|         21.000|  7500435120289| 17500435013717|
              1|          21186|              8|    107.9307900|            -20|       0.000000|              6|         21.000|  7500435120296| 17500435013724|
              1|          21187|              8|    250.5292900|            -15|       0.000000|             12|         21.000|  7500435020091| 17500435007297|
              1|          21188|              2|    388.5902900|            -20|       0.000000|              1|         21.000|  7798053191518| 17798053191515|
              1|          21195|              8|    229.8987900|            -11|       1.000000|             12|         21.000|  7791274004872| 77791274004871|
              1|          21196|              8|    225.0587900|            -18|       0.000000|             12|         21.000|  7791274005022| 37791274005023|
              1|          21197|              8|    181.4987900|             26|       7.000000|              7|         21.000|  7791274000386| 17791274000383|
              1|          21198|              8|    181.4987900|              5|       4.000000|              7|         21.000|  7791274000393| 17791274000390|
              1|          21205|              3|     40.7757900|            -20|       0.000000|             12|         21.000|  7794268004674| 37794268004675|
              1|          21207|              3|     62.9187900|            -20|       0.000000|             20|         21.000|  7792900092911| 47792900092919|
              1|          21210|             11|    207.3927900|            -16|       1.000000|              6|         21.000|  7798123662931| 17798123662938|
              1|          21211|             11|    108.5817700|             52|      18.000000|              4|         21.000|  7798116160109| 27798116160103|
              1|          21215|              8|    404.1387900|             -3|       2.000000|             10|         21.000|  7500435020275| 17500435020272|
              1|          21217|              8|    147.2557900|            397|      35.000000|             12|         21.000|  7500435020305| 17500435020302|
              1|          21218|              8|    404.1387900|              7|       2.000000|             12|         21.000|  7500435020220| 17500435020227|
              1|          21220|              8|    147.2557900|            459|      40.000000|             12|         21.000|  7500435020251| 17500435020258|
              1|          21222|              8|    127.0487900|            -16|       0.000000|             12|         21.000|  7509552805581|  7509552805598|
              1|          21224|              8|    127.0487900|             12|       3.000000|             12|         21.000|  7509552830965| 27509552830969|
              1|          21226|              8|    127.0487900|             -9|       1.000000|             12|         21.000|  7509552805345|  2750955280535|
              1|          21227|              8|     61.8297900|            -20|       0.000000|             12|         21.000|  7509552805703| 07509552805710|
              1|          21228|              8|    127.0487900|             -4|       1.000000|             12|         21.000|  7509552805628| 07509552805635|
              1|          21230|              8|    127.0487900|             17|       3.000000|             12|         21.000|  7509552831016| 27509552831010|
              1|          21234|              8|    127.0487900|              2|       2.000000|             12|         21.000|  7509552805383| 07509552805390|
              1|          21236|             11|     40.7794200|              8|       3.000000|             10|         21.000|  7798116161014| 27798116161018|
              1|          21240|             11|     71.8195500|             10|       5.000000|              6|         21.000|  7798116162011| 27798116162015|
              1|          21246|              8|    113.2547900|            -20|       0.000000|             12|         21.000|  7791293036007| 27791293036001|
              1|          21247|              8|     49.1247900|            -20|       0.000000|             12|         21.000|  7791293035970| 27791293035974|
              1|          21248|              8|     49.1247900|            -19|       0.000000|             12|         21.000|  7791293035994| 27791293035998|
              1|          21249|              8|    231.7742900|             -8|       1.000000|             12|         21.000|  7500435124614| 17500435124611|
              1|          21250|              8|    231.7742900|            -20|       0.000000|             12|         21.000|  7500435116718| 17500435116715|
              1|          21255|              6|     12.8247900|            -20|       0.000000|            216|         21.000|  7790580111632| 17790580111639|
              1|          21256|              6|     12.8247900|            -20|       0.000000|            216|         21.000|  7790580117931| 17790580117938|
              1|          21258|              2|    132.9003500|            -19|       0.000000|             12|         21.000|  7792070002741| 27792070002745|
              1|          21259|              8|    258.9992900|              0|       3.000000|              6|         21.000|  7501006726732| 17501006726739|
              1|          21260|              8|    258.9992900|             -9|       2.000000|              6|         21.000|  7506339320206| 17506339320203|
              1|          21261|              8|    258.9992900|             -4|       3.000000|              6|         21.000|  7501065904546| 17501065904543|
              1|          21262|              8|    258.9992900|            -15|       1.000000|              6|         21.000|  7506339345247| 17506339345244|
              1|          21263|             11|    327.3642900|            -20|       0.000000|              6|         21.000|  7798182434814| 17798182434811|
              1|          21264|              8|     82.1577900|              1|       1.000000|             36|         21.000|  3014260019723| 03014260019716|
              1|          21265|              8|    127.0487900|            -20|       0.000000|             12|         21.000|  7509552827002| 27509552827006|
              1|          21266|              8|    127.0487900|            -10|       1.000000|             12|         21.000|  7509552827019| 27509552827013|
              1|          21269|              8|    181.4987900|            -20|       0.000000|             12|         21.000|  7891150040175| 27891150040179|
              1|          21272|              8|    234.9807900|             16|       3.000000|             12|         21.000|  7891150053083| 27891150053087|
              1|          21273|              8|    235.1622900|            -20|       0.000000|             12|         21.000|  7891150053113| 27891150053117|
              1|          21275|              8|    234.9807900|              2|       2.000000|             12|         21.000|  7891150053120| 27891150053124|
              1|          21276|              8|    235.1622900|             -5|       1.000000|             12|         21.000|  7891150053090| 27891150053094|
              1|          21277|              8|    142.4641900|             41|       5.000000|             12|         21.000|  7891150053151| 27891150053155|
              1|          21278|              8|    142.4641900|             11|       3.000000|             12|         21.000|  7891150053144| 27891150053148|
              1|          21279|              8|     58.6837900|            -20|       0.000000|             24|         21.000|  7791293036236| 17791293036233|
              1|          21280|              8|     24.4407900|            -20|       0.000000|             72|         21.000|  7791293036229| 67791293036221|
              1|          21281|              8|     92.3822900|            -20|       0.000000|              8|         21.000|  7791293036380| 27791293036384|
              1|          21285|              8|    108.4147900|            -20|       0.000000|             12|         21.000|  7791293036601| 27791293036605|
              1|          21287|              8|    177.0217900|             18|       3.000000|             12|         21.000|  7891150055209| 27891150055203|
              1|          21288|              8|    274.6687900|             -4|       1.000000|             12|         21.000|  7891150055230| 27891150055234|
              1|          21289|              8|    274.6687900|             -4|       1.000000|             12|         21.000|  7891150055223| 27891150055227|
              1|          21290|              8|    177.0217900|              5|       2.000000|             12|         21.000|  7891150055216| 27891150055210|
              1|          21291|              8|    147.2557900|            154|      15.000000|             12|         21.000|  7500435128599| 17500435128596|
              1|          21293|              8|    404.1387900|              6|       2.000000|             12|         21.000|  7500435128629| 17500435128626|
              1|          21294|              8|    147.2557900|            270|      24.000000|             12|         21.000|  7500435128636| 17500435128633|
              1|          21296|              8|    404.1387900|             -8|       1.000000|             12|         21.000|  7500435128667| 17500435128664|
              1|          21297|              8|    126.2017900|            -20|       0.000000|             12|         21.000|  7891150036390| 27891150036394|
              1|          21298|              8|    126.2017900|            -18|       0.000000|             12|         21.000|  7891150044555| 27891150044559|
              1|          21299|              8|    126.2017900|             -5|       1.000000|             12|         21.000|  7891150045316| 27891150045310|
              1|          21300|              8|     97.8272900|            -16|       0.000000|             12|         21.000|  7791293037288| 27791293037282|
              1|          21301|              8|    138.9672900|             61|       7.000000|             12|         21.000|  7791293037295| 27791293037299|
              1|          21302|              8|    288.7047900|             -2|       2.000000|             12|         21.000|  7791293037301| 27791293037305|
              1|          21303|              8|     77.3782900|              7|       2.000000|             12|         21.000|  7791293037257| 27791293037251|
              1|          21304|              8|    138.9672900|            -16|       0.000000|             12|         21.000|  7791293037264| 27791293037268|
              1|          21305|              8|    288.7047900|            -18|       0.000000|             12|         21.000|  7791293037271| 27791293037275|
              1|          21306|              8|     97.7062900|            -20|       0.000000|             12|         21.000|  7891150050440| 27891150050444|
              1|          21307|              8|    274.6687900|             -8|       1.000000|             12|         21.000|  7891150050488| 27891150050482|
              1|          21308|              8|    177.0217900|            -12|       1.000000|             12|         21.000|  7891150050464| 27891150050468|
              1|          21309|              8|    274.6687900|             16|       3.000000|             12|         21.000|  7891150050501| 27891150050505|
              1|          21310|              8|     81.5527900|            -18|       0.000000|             12|         21.000|  7500435134262| 17500435134269|
              1|          21311|              8|     81.5527900|            130|      13.000000|             12|         21.000|  7500435134279| 17500435134276|
              1|          21312|              8|     81.5527900|             76|       8.000000|             12|         21.000|  7500435139229| 17500435139226|
              1|          21313|              8|     81.5527900|             72|       8.000000|             12|         21.000|  7500435139236| 17500435139233|
              1|          21314|              8|    167.4022900|            -17|       0.000000|             12|         21.000|  7506339391558| 17506339347019|
              1|          21315|              8|    169.3987900|             -6|       1.000000|             12|         21.000|  7509552838879| 27509552838873|
              1|          21316|              8|    273.5192900|            -12|       1.000000|             12|         21.000|  7509552838954| 27509552838958|
              1|          21317|              8|    435.5987900|            -16|       0.000000|             12|         21.000|  7509552836431| 27509552836435|
              1|          21318|              8|    169.3987900|            -16|       0.000000|             12|         21.000|  7509552838947| 27509552838941|
              1|          21319|              8|    273.5192900|            -20|       0.000000|             12|         21.000|  7509552838961| 27509552838965|
              1|          21320|              8|    435.5987900|            -20|       0.000000|             12|         21.000|  7509552836448| 27509552836442|
              1|          21321|              8|    242.3617900|            -20|       0.000000|              6|         21.000|  7509552821604| 27509552821608|
              1|          21322|              8|    259.2412900|            -18|       0.000000|              6|         21.000|  7899026487093|  7899026487109|
              1|          21323|              8|     58.3812900|            -20|       0.000000|             24|         21.000|  7506195160435| 17506295307058|
              1|          21324|              8|     58.3812900|            -20|       0.000000|             24|         21.000|  7506195160466| 17506295307041|
              1|          21325|              8|     54.7512900|            -20|       0.000000|             24|         21.000|  7506195148686| 17506295307027|
              1|          21326|              8|      8.2872900|            627|       2.000000|            300|         21.000|  7500435107815| 17500435107812|
              1|          21327|              8|    361.1232900|            -20|       0.000000|              3|         21.000|  7791600154035| 37791600154036|
              1|          21328|              8|    114.4042900|            -20|       0.000000|              6|         21.000|  7791600154257| 67791600154259|
              1|          21329|              8|     90.7487900|            -11|       1.000000|             12|         21.000|  7791274198151| 37791274198152|
              1|          21330|              8|     90.7487900|             25|       4.000000|             12|         21.000|  7791274198182| 37791274198183|
              1|          21331|              8|     90.7487900|             18|       3.000000|             12|         21.000|  7791274198168| 37791274198169|
              1|          21332|              8|     90.7487900|             62|       7.000000|             12|         21.000|  7791274198199| 37791274198190|
              1|          21333|              8|     90.7487900|             12|       3.000000|             12|         21.000|  7791274198175| 37791274198176|
              1|          21334|              8|     90.7487900|             32|       4.000000|             12|         21.000|  7791274198205| 37791274198206|
              1|          21335|              8|     84.6987900|             80|       4.000000|             24|         21.000|  7791274197710| 47791274197718|
              1|          21336|              8|     39.0817900|            167|       8.000000|             24|         21.000|  7791274005275| 47791274005273|
              1|          21337|              8|     39.0817900|             28|       2.000000|             24|         21.000|  7791274005282| 47791274005280|
              1|          21338|              8|     39.0817900|             44|       3.000000|             24|         21.000|  7791274005299| 47791274005297|
              1|          21339|              8|    234.4967900|            -20|       0.000000|             12|         21.000|  7791274192142| 37791274192143|
              1|          21340|              8|     60.4987900|            -18|       0.000000|             15|         21.000|  7791274198113| 57791274198118|
              1|          21341|              8|     60.4987900|             -5|       1.000000|             15|         21.000|  7791274198120| 57791274198125|
              1|          21342|              8|     60.4987900|             34|       4.000000|             15|         21.000|  7791274198137| 57791274198132|
              1|          21343|              8|    108.8987900|            -18|       0.000000|              6|         21.000|  7791274196287| 17791274196284|
              1|          21344|              8|    108.8987900|             30|       8.000000|              6|         21.000|  7791274196300| 17791274196307|
              1|          21345|              6|     12.8247900|           2302|      11.000000|            216|         21.000|  7790580410827| 27790580411545|
              1|          21346|              8|     42.3487900|            820|      14.000000|             60|         21.000|  7790010436090| 17790010436097|
              1|          21347|              8|     76.2287900|             26|       2.000000|             30|         21.000|  7790010436113| 17790010436110|
              1|          21348|              8|    439.6522900|            -11|       1.000000|             10|         21.000|  7500435137997| 17500435137994|
              1|          21349|              8|    250.5292900|            209|      19.000000|             12|         21.000|  7500435138000| 17500435138007|
              1|          21351|              8|    129.3477900|            -20|       0.000000|             12|         21.000|  7500435138024| 17500435138021|
              1|          21354|              8|    231.7742900|            -20|       0.000000|             12|         21.000|  7500435136907| 17500435136904|
              1|          21355|              8|    231.7742900|            -17|       0.000000|             12|         21.000|  7500435136914| 17500435136911|
              1|          21356|              8|    231.7742900|            -19|       0.000000|             12|         21.000|  7500435136921| 17500435136828|
              1|          21357|              8|    231.7742900|            -17|       0.000000|             12|         21.000|  7500435136945| 17500435136942|
              1|          21358|              8|    334.0797900|            -20|       0.000000|              3|         21.000|  7791600187156| 37791600187157|
              1|          21359|              8|    270.8572900|            -20|       0.000000|              3|         21.000|  7791600742256| 37791600742257|
              1|          21360|              8|    135.4582900|            -20|       0.000000|              6|         21.000|  7791600187262|  3779600187264|
              1|          21361|              8|    158.0247900|            -20|       0.000000|              6|         21.000|  7791600187378| 37791600187370|
              1|          21362|              8|    135.4582900|            -20|       0.000000|              6|         21.000|  7791600742584| 37791600742586|
              1|          21363|              8|    123.4792900|            -20|       0.000000|              6|         21.000|  7791600742478| 37791600742470|
              1|          21364|              8|      8.2872900|            -20|       0.000000|            300|         21.000|  7500435137003| 17500435137000|
              1|          21365|              8|    272.2487900|             16|       6.000000|              6|         21.000|  7791274003943| 17791274003940|
              1|          21367|              8|    225.0587900|             14|       3.000000|             12|         21.000|  7791274001321| 37791274001322|
              1|          21368|              8|    339.7667900|              6|       2.000000|             12|         21.000|  7791274198489| 37791274198480|
              1|          21369|              8|    339.7667900|             61|       7.000000|             12|         21.000|  7791274198472| 37791274198473|
              1|          21370|              8|    339.7667900|             14|       3.000000|             12|         21.000|  7791274198441| 37791274198251|
              1|          21371|              8|    225.0587900|            -17|       0.000000|             12|         21.000|  7791274002632| 37791274002633|
              1|          21372|              8|    162.8647900|            -20|       0.000000|             15|         21.000|  7791274197178| 57791274197173|
              1|          21373|              8|    225.0587900|             40|       5.000000|             12|         21.000|  7791274197970| 37791274197971|
              1|          21374|              8|    339.7667900|              0|       2.000000|             12|         21.000|  7791274198366| 37791274198367|
              1|          21375|              8|    169.3382900|            -20|       0.000000|             12|         21.000|  7791274003394| 37791274003395|
              1|          21376|              8|    169.3382900|            -19|       0.000000|             12|         21.000|  7791274003400| 37791274003401|
              1|          21386|              8|   1083.4932900|            -20|       0.000000|             12|         21.000|  8411061860564|               |
              1|          21390|              8|    260.5117900|            -17|       1.000000|              6|         21.000|  7795646851880| 87795646851886|
              1|          21391|              8|    260.5117900|            -10|       2.000000|              6|         21.000|  7795646851910| 87795646851916|
              1|          21392|              8|    260.5117900|            -20|       0.000000|              6|         21.000|  7795646851927| 87795646851923|
              1|          21393|              8|    260.5117900|            -20|       0.000000|              6|         21.000|  7795646851941| 87795646851947|
              1|          21394|             11|    194.3139000|             53|       9.000000|              8|         21.000|  7791113003264|               |
              1|          21395|             11|    222.1547900|            -15|       1.000000|              8|         21.000|  7791113003318|               |
              1|          21397|              8|    169.3987900|             30|       4.000000|             12|         21.000|  7509552860993|  7509552861006|
              1|          21398|              8|    273.5192900|            -20|       0.000000|             12|         21.000|  7509552861037|  7509552861044|
              1|          21399|              8|    125.1127900|             41|       5.000000|             12|         21.000|  7509552861075|  7509552861082|
              1|          21400|              8|    247.5042900|             -6|       1.000000|             12|         21.000|  7509552861112|  7509552861129|
              1|          21401|              8|    216.5887900|            -18|       0.000000|             12|         21.000|  7509552830507| 27509552830501|
              1|          21402|              8|    216.5887900|            -20|       0.000000|             12|         21.000|  7509552816242| 27509552816246|
              1|          21403|              8|    216.5887900|            -20|       0.000000|             12|         21.000|  7509552908701| 27509552908705|
              1|          21404|              8|    254.0987900|            -14|       1.000000|             12|         21.000|  7506309837246| 17506309837243|
              1|          21405|              8|    216.5887900|            -20|       0.000000|             12|         21.000|  7509552830620| 27509552830624|
              1|          21406|              8|    216.5887900|             -7|       1.000000|             12|         21.000|  7509552816273| 27509552816277|
              1|          21407|              8|    216.5887900|            -18|       0.000000|             12|         21.000|  7509552914429| 27509552914423|
              1|          21408|              8|    216.5887900|             -8|       1.000000|             12|         21.000|  7509552914030| 27509552914034|
              1|          21409|              8|    216.5887900|            -18|       0.000000|             12|         21.000|  7501839105247| 17501839105244|
              1|          21410|              8|   1255.2527900|            -15|       1.000000|              4|         21.000|  7791293039381| 17791293039388|
              1|          21411|              8|     78.4067900|            384|      34.000000|             12|         21.000|  7791905023302| 17791905023309|
              1|          21412|              8|    141.0847900|             66|       7.000000|             12|         21.000|  7791905023333| 17791905023330|
              1|          21413|              8|    203.8837900|              5|       2.000000|             12|         21.000|  7791905023388| 17791905023385|
              1|          21414|              8|     78.4067900|            344|      30.000000|             12|         21.000|  7791905023296| 17791905023293|
              1|          21415|              8|    141.0847900|             54|       6.000000|             12|         21.000|  7791905023340| 17791905023347|
              1|          21416|              8|    203.8837900|            -13|       1.000000|             12|         21.000|  7791905023371| 17791905023378|
              1|          21417|              8|     78.4067900|            173|      16.000000|             12|         21.000|  7791905023272| 17791905023279|
              1|          21418|              8|    141.0847900|             13|       3.000000|             12|         21.000|  7791905023319| 17791905023316|
              1|          21419|              8|    203.8837900|              7|       2.000000|             12|         21.000|  7791905023357| 17791905023354|
              1|          21420|              8|     78.4067900|            265|      24.000000|             12|         21.000|  7791905023289| 17791905023286|
              1|          21421|              8|    141.0847900|             54|       6.000000|             12|         21.000|  7791905023326| 17791905023323|
              1|          21422|              8|    203.8837900|              2|       2.000000|             12|         21.000|  7791905023364| 17791905023361|
              1|          21423|              8|     78.4067900|            372|      33.000000|             12|         21.000|  7791905023395| 17791905023392|
              1|          21424|              8|    141.0847900|             72|       8.000000|             12|         21.000|  7791905023432| 17791905023439|
              1|          21425|              8|    203.8837900|              1|       2.000000|             12|         21.000|  7791905023470| 17791905023477|
              1|          21426|              8|     78.4067900|            385|      34.000000|             12|         21.000|  7791905023401| 17791905023408|
              1|          21427|              8|    141.0847900|             59|       7.000000|             12|         21.000|  7791905023449| 17791905023446|
              1|          21428|              8|    203.8837900|             -8|       1.000000|             12|         21.000|  7791905023487| 17791905023484|
