---------------------------------------------------------------------------------------------------------------------------------------------------------------|
       Sucursal.|            SKU|        Familia|  Prec. con IVA|  Stock en Uni.|    Bulto Prov.|            UxB|            IVA|         EAN-13|         DUM-14|
              1|           4213|              6|    108.8987900|           1440|     243.000000|              6|         21.000|  7790154001338|  7790154001345|
              1|           4216|              6|     79.8587900|            -20|       0.000000|              6|         21.000|  7790154000652|  7790154000683|
              1|           4217|              6|    174.6017900|             49|      12.000000|              6|         21.000|  7790121007653|  7790121000449|
              1|           4218|              6|     71.3887900|           4329|     181.000000|             24|         21.000|  7791560000366| 20779241003609|
              1|           4219|              6|    290.3987900|             25|       8.000000|              6|         21.000|  7790260002090| 17790260002097|
              1|           4224|              6|     92.7452900|            -20|       0.000000|              6|         21.000|  7798054011488|  7798054011495|
              1|           4225|              6|     99.2079000|            -20|       0.000000|              6|         21.000|  7798054011204|  7798054011211|
              1|           4235|              6|     99.2079000|             -3|       3.000000|              6|         21.000|  7798054010818| 77980540108324|
              1|           4236|              6|     99.2079000|            -16|       1.000000|              6|         21.000|  7798054010856| 77980540108638|
              1|           4240|              6|    106.4787900|            -68|      -8.000000|              6|         21.000|  7790154000522|  7790154000638|
              1|           4245|              6|    308.5487900|            -25|      -1.000000|              6|         21.000|  7792319000217|  7792319000231|
              1|           4246|              6|    492.2267900|            -16|       1.000000|              6|         21.000|  7790975000190|  7790975000459|
              1|           4248|              6|    492.4687900|            -20|       0.000000|              6|         21.000|  7790975000183| 07790975000435|
              1|           4257|              6|    312.9652900|            -20|       0.000000|              6|         21.000|  7791560040126|  7791560040058|
              1|           4260|              6|    891.7687900|            -20|       0.000000|              6|         21.000|  7790975000152|  7790975000398|
              1|           4261|              6|    199.6487900|            -20|       0.000000|              6|         21.000|  7790480008940|  7790480008988|
              1|           4263|              6|    199.6487900|             -3|       3.000000|              6|         21.000|  7790480001446|  7790480001743|
              1|           4264|              6|    223.8487900|             34|       9.000000|              6|         21.000|  7790975000022|               |
              1|           4265|              6|    199.6487900|            -20|       0.000000|              6|         21.000|  7790480001415|  7790480001767|
              1|           4273|              6|    435.7802900|            -20|       0.000000|              6|         21.000|  7793440700939|  7793440700946|
              1|           4274|              6|    388.8927900|            -20|       0.000000|             12|         21.000|  5000299223031|  5000299223048|
              1|           4278|              6|    774.3987900|            -19|       0.000000|             12|         21.000|   850111008910| 48501110080918|
              1|           4279|              6|    623.1487900|            -20|       0.000000|             12|         21.000|  7501008603017|               |
              1|           4292|              6|     59.6517900|            -20|       0.000000|              6|         21.000|  7790154000010|               |
              1|           4293|             11|     51.9077900|            -20|       0.000000|             12|         21.000|  7790703167539|               |
              1|           4300|              6|     87.2397900|            -13|       1.000000|              6|         21.000|  7790703168161|  7790703168178|
              1|           4303|              6|     89.7807900|            -20|       0.000000|              6|         21.000|  7790703168314|  7790702102272|
              1|           4305|              6|     85.9692900|            -20|       0.000000|              6|         21.000|  7790703100918| 07790703000188|
              1|           4308|              6|    143.6257900|           8391|    1402.000000|              6|         21.000|  7790703100321|  7790703000140|
              1|           4319|              6|     72.1147900|            -20|       0.000000|              4|         21.000|  7791690000991|  7791690001035|
              1|           4320|              6|    121.8457900|            -60|      -7.000000|              6|         21.000|  7790093013102|  7790093632723|
              1|           4323|              6|    173.0179000|             31|       9.000000|              6|         21.000|  7790093075780|  7790093675782|
              1|           4328|              6|     81.7947900|           1008|     171.000000|              6|         21.000|  7790415105010|  7790415105119|
              1|           4329|              6|    257.7287900|             11|       5.000000|              6|         21.000|  7790577001571|  7790577001595|
              1|           4331|              6|    257.7287900|             -4|       3.000000|              6|         21.000|  7790577000017|  7790577000369|
              1|           4332|              6|    257.7287900|              3|       4.000000|              6|         21.000|  7790577000024|  7790577000482|
              1|           4333|              6|    143.9887900|            109|      22.000000|              6|         21.000|  7790240017045|  7790240117042|
              1|           4335|              6|     73.1432900|            -20|       0.000000|              6|         21.000|  7794450001122|  7794450001139|
              1|           4348|              6|     62.2532900|            -18|       0.000000|             12|         21.000|  7790415105324|  7790415105430|
              1|           4351|              6|     58.8047900|             24|       7.000000|              6|         21.000|  7790314003462| 17790314003469|
              1|           4357|              6|    253.4332900|            -20|       0.000000|              6|         21.000|  7790470080321| 17790470080326|
              1|           4362|              6|     65.4597900|            262|      24.000000|             12|         21.000|  7790314000041|  7790314000720|
              1|           4366|              6|     60.3172900|            -95|      -6.000000|             12|         21.000|  7790314000034| 07790314000713|
              1|           4367|              6|    140.1167900|             84|      17.000000|              6|         21.000|  7790470080222|  7790470000428|
              1|           4372|              6|     98.2194510|            159|      30.000000|              6|         21.000|  7790168113300|  7790168613305|
              1|           4376|              6|    562.5277900|            -11|       2.000000|              6|         21.000|  7790336033508| 17790336033505|
              1|           4384|              6|    382.8427900|             56|      13.000000|              6|         21.000|  7790703166532|  7790703166495|
              1|           4394|              6|    143.9887900|            -19|       0.000000|              6|         21.000|  7790240107500|               |
              1|           4397|              6|     53.9647900|            -19|       0.000000|              6|         21.000|  7790314000973|               |
              1|           4403|              6|     56.1427900|            -20|       0.000000|              6|         21.000|  7791540035302|  7791540995309|
              1|           4406|              6|    141.0847900|            -20|       0.000000|              6|         21.000|  7792319003942| 07792319003942|
              1|           4409|              6|    118.5787900|            -10|       2.000000|              6|         21.000|  7791250000997|  7791250001000|
              1|           4415|              6|    162.3807900|             91|      19.000000|              6|         21.000|  7790975000084|               |
              1|           4419|              6|    198.8017900|            333|      59.000000|              6|         21.000|  7790975000312|  7790975000640|
              1|           4427|              6|    314.1147900|            -13|       1.000000|              6|         21.000|  7790975017020|  7790975017051|
              1|           4430|              6|    314.1147900|            -20|       0.000000|              6|         21.000|  7790975017013|              0|
              1|           4432|              6|    117.3687900|           1174|     199.000000|              6|         21.000|  7790480009114|  7790480009138|
              1|           4433|              6|    117.3687900|             19|       7.000000|              6|         21.000|  7790480009107|  7790480009121|
              1|           4437|              6|    255.9742900|            357|      63.000000|              6|         21.000|  7790975017518|  7790975017525|
              1|           4438|              6|    255.9742900|              8|       5.000000|              6|         21.000|  7790975017495|  7790975017501|
              1|           4439|              6|    255.9742900|             46|      11.000000|              6|         21.000|  7790975017471|  7790975017488|
              1|           4440|              6|    592.8987900|            -19|       0.000000|              6|         21.000|  7790975001494|               |
              1|           4441|              6|    592.8987900|            -20|       0.000000|              6|         21.000|  7790975001487| 17790975001521|
              1|           4450|              6|    477.5252900|            -20|       0.000000|              6|         21.000|  7794450002549|  7794450002546|
              1|           4456|              6|    707.8487900|             16|       6.000000|              6|         21.000|  7791203001248| 67791203001240|
              1|           4457|              6|    751.4087900|             99|      20.000000|              6|         21.000|  7791203001231| 67791203001233|
              1|           4458|              6|      3.0673500|            -20|       0.000000|              6|         21.000|  7791203000135|              0|
              1|           4460|              6|    743.7857900|            -20|       0.000000|              6|         21.000|  7791203000029| 67791203000021|
              1|           4466|              6|    120.9987900|             67|      15.000000|              6|         21.000|  7790765000676| 17790765000673|
              1|           4485|              6|    521.7507900|            -20|       0.000000|              6|         21.000|  7798000211016| 17798000211013|
              1|           4486|              6|    521.7507900|            -20|       0.000000|              6|         21.000|  7798000211023| 17798000211020|
              1|           4495|              6|     84.6987900|            -20|       0.000000|             12|         21.000|  7790036245324|               |
              1|           4496|              6|     85.9087900|             19|       3.000000|             12|         21.000|  7790036246321| 37790036246322|
              1|           4500|              6|    386.3517900|              2|       4.000000|              6|         21.000|  7792410010009|  7790702040147|
              1|           4501|              6|    108.9592900|            379|      17.000000|             24|         21.000|  7792410010047|               |
              1|           4506|              6|     98.0087900|           2262|     190.000000|             12|         21.000|       77906106|               |
              1|           4510|              6|    369.0487900|             69|      15.000000|              6|         21.000|  7790480001613| 57790480001618|
              1|           4511|              6|    323.9157900|             81|      17.000000|              6|         21.000|  7798131200613| 67798131200615|
              1|           4512|              6|     86.8767900|             -4|       2.000000|              7|         21.000|  7798131200637| 67798131200639|
              1|           4514|              6|   1059.3537900|            -20|       0.000000|             12|         21.000|  5010106111536|  5010106111451|
              1|           4518|              6|   1246.2879000|            -20|       0.000000|             12|         21.000|  5000267014074|              0|
              1|           4535|              6|     58.8047900|            -20|       0.000000|              8|         21.000|  7790895064333| 07791540126147|
              1|           4537|              6|     60.4987900|             22|       5.000000|              8|         21.000|  7790895064340|  7791540126154|
              1|           4541|              6|     64.4917900|            -20|       0.000000|              6|         21.000|         000000| 17790480010100|
              1|           4558|             11|    174.2387900|             -2|       2.000000|             12|         21.000|  7790577000048|  7790577000499|
              1|           4560|              6|    175.7512900|            108|      21.000000|              6|         21.000|  7791728000160|  7791728000412|
              1|           4561|              6|    175.7512900|             40|      10.000000|              6|         21.000|  7791728000146|  7791728000429|
              1|           4562|              6|    183.4347900|            -20|       0.000000|              6|         21.000|  7791728000115|               |
              1|           4572|              6|     96.6777900|            -20|       0.000000|              6|         21.000|  7798008400665|               |
              1|           4582|              6|    102.8487900|            143|      27.000000|              6|         21.000|  7790704110121|  7790704167750|
              1|           4587|              6|     61.4062900|            -20|       0.000000|              6|         21.000|  7790704167644| 37790704167645|
              1|           4591|              6|    163.8932900|            -20|       0.000000|              6|         21.000|  7798099599507|               |
              1|           4592|              6|    530.8862900|            -20|       0.000000|              6|         21.000|  7793440702698|  7793440002842|
              1|           4594|              6|    218.0407900|             -4|       3.000000|              6|         21.000|  7791728000535|  7791728000368|
              1|           4635|              6|    106.7207900|            -14|       1.000000|              6|         21.000|  7798051300202| 67798051300204|
              1|           4637|              6|    203.8474900|             -7|       2.000000|              6|         21.000|  7792410008228| 67792410008220|
              1|           4645|              5|    287.9787900|            -20|       0.000000|             24|         21.000|  7861002901602|               |
              1|           4647|              6|               |            -20|       0.000000|            216|         21.000|  7798061000383| 17798061000380|
              1|           4650|              6|               |            -20|       0.000000|            216|         21.000|  7798061000369| 17798061000366|
              1|           4651|              6|               |            -20|       0.000000|            216|         21.000|  7798061000345| 17798061000342|
              1|           4655|              6|               |            -20|       0.000000|            216|         21.000|  7798061000376| 17798061000373|
              1|           4657|              6|               |            -20|       0.000000|            216|         21.000|  7798061000406| 17798061000403|
              1|           4658|              6|               |            -20|       0.000000|            216|         21.000|  7798061000420| 17798061000427|
              1|           4664|              6|    385.9887900|            -19|       0.000000|              6|         21.000|  7791560126639|  7791560091852|
              1|           4665|              6|    563.8587900|            -20|       0.000000|              6|         21.000|  7791560126646|  7791560091869|
              1|           4672|              6|               |            -20|       0.000000|            216|         21.000|  7798061000451| 17798061000458|
              1|           4673|              6|               |            -20|       0.000000|            216|         21.000|  7798061000468| 17798061000465|
              1|           4690|              6|    119.7887900|           1581|     267.000000|              6|         21.000|  7794450006097|  7794450006103|
              1|           4705|              1|    108.4147900|            -20|       0.000000|              1|         21.000|  1111111114705|               |
              1|           4706|              1|    108.4147900|            -20|       0.000000|              1|         21.000|  1111111114706|               |
              1|           4707|              1|    108.4147900|            -20|       0.000000|              1|         21.000|  1111111114707|               |
              1|           4710|              1|    108.4147900|            -20|       0.000000|              1|         21.000|  1111111114710|               |
              1|           4711|              1|    108.4147900|            -20|       0.000000|              1|         21.000|            333|               |
              1|           4712|              6|    120.9987900|            199|      27.000000|              8|         21.000|  7791813555056|              0|
              1|           4734|              6|    133.5827900|            -20|       0.000000|              8|         21.000|  7790895064166|               |
              1|           4743|              6|     74.7767900|           2753|     347.000000|              8|         21.000|  7790895067556|               |
              1|           4745|              6|     54.4487900|            854|     146.000000|              6|         21.000|  7790895067532|              0|
              1|           4751|              6|    120.4542900|           2265|     286.000000|              8|         21.000|  7790895067570|              0|
              1|           4766|              3|    127.0487900|            985|     101.000000|             10|         21.000|  7792710000182| 17792710000189|
              1|           4767|              3|    210.4782900|            -20|       0.000000|             10|         21.000|  7792710000175| 17792710000172|
              1|           4768|              3|     41.9252900|            -20|       0.000000|             10|         21.000|  7798048720075|              0|
              1|           4770|              3|    165.7687900|            -19|       0.000000|             12|         21.000|  7790070317452| 17790070317459|
              1|           4771|              3|    165.7687900|            -20|       0.000000|             12|         21.000|  7790070317469| 17790070317466|
              1|           4772|              3|     19.2811450|            -20|       0.000000|             10|         10.500|  7790146000370| 17790146000377|
              1|           4773|              3|      8.9527900|            -20|       0.000000|             10|         21.000|  7790146000318| 17790146000315|
              1|           4785|              3|    110.9557900|           5296|     443.000000|             12|         21.000|  7790480000371| 37790480000372|
              1|           4786|              3|    211.6277900|            -20|       0.000000|              6|         21.000|  7790480000388| 37790480000389|
              1|           4790|              6|    151.2487900|            -20|       0.000000|             12|         21.000|  7792410128803| 17792410128800|
              1|           4792|              3|     43.8975900|           1428|     145.000000|             10|         21.000|  7790070410610| 17790070410617|
              1|           4793|              3|     68.5452900|            -20|       0.000000|             10|         21.000|  7790070410603| 17790070410600|
              1|           4795|              3|     53.2387900|           2433|      49.000000|             50|         21.000|  7891150077638|              0|
              1|           4799|              2|     51.0329600|             62|       4.000000|             20|         21.000|  7790080065169|              0|
              1|           4817|             11|    425.9792900|            -20|       0.000000|              3|         21.000|  7794000960664| 17794000960661|
              1|           4818|              2|     56.1427900|            -20|       0.000000|             18|         21.000|  7798112602153| 37798112602246|
              1|           4820|              2|    163.2882900|            -20|       0.000000|              9|         21.000|  7798112601149| 57798112601144|
              1|           4822|              3|     61.1642900|             -8|       2.000000|              6|         21.000|  7790150355077| 17790150355074|
              1|           4823|              3|     65.7622900|            -20|       0.000000|              6|         21.000|  7790150331064| 17790150331061|
              1|           4824|              4|    264.9887900|            -20|       0.000000|              6|         21.000|  7794910031539| 17794910031536|
              1|           4833|              3|    100.4892900|              7|       5.000000|              6|         21.000|  7792129003620| 37792129003621|
              1|           4844|              2|     42.0462900|             68|       3.000000|             30|         21.000|  7790522001267| 17790522001264|
              1|           4845|              2|     42.0462900|              4|       1.000000|             30|         21.000|  7790522001274| 17790522001271|
              1|           4846|              2|     42.0462900|             40|       2.000000|             30|         21.000|  7790522001472| 17790522001479|
              1|           4847|              2|     57.4737900|             42|       3.000000|             20|         21.000|  7790522001281| 17790522001288|
              1|           4848|              2|     57.4737900|             19|       2.000000|             20|         21.000|  7790522001489| 17790522001486|
              1|           4854|              2|    159.5808500|            182|      17.000000|             12|         21.000|  7791337003361|               |
              1|           4855|              2|    216.5391800|            138|      13.000000|             12|         21.000|  7791337011342|               |
              1|           4856|              2|    159.5808500|             35|       5.000000|             12|         21.000|  7791337003347|               |
              1|           4857|              2|    216.5391800|            148|      14.000000|             12|         21.000|  7791337003354|               |
              1|           4860|             11|    563.2537900|            -20|       0.000000|              1|         21.000|  7790070411501| 17790070411508|
              1|           4861|             11|    563.2537900|            144|     164.000000|              1|         21.000|  7790070411563| 17790070411560|
              1|           4862|              3|     72.5987900|           2125|     107.000000|             20|         21.000|  7790070411488| 17790070411485|
              1|           4863|              3|    135.5079000|            615|      53.000000|             12|         21.000|  7790070411495| 17790070411492|
              1|           4865|              3|     72.5987900|           1311|      67.000000|             20|         21.000|  7790070411549| 17790070411546|
              1|           4866|              3|    135.5079000|            767|      66.000000|             12|         21.000|  7790070411556| 17790070411553|
              1|           4870|              3|    139.7537900|            147|      17.000000|             10|         21.000|  7792710000274| 17792710000240|
              1|           4871|              3|    258.9387900|             90|      11.000000|             10|         21.000|  7792710000243| 17792710000271|
              1|           4873|              3|     34.6047900|            -20|       0.000000|             10|         21.000|  7790150211625| 17790150211622|
              1|           4874|              3|     66.0647900|             59|       4.000000|             20|         21.000|  7790150211700| 17790150211707|
              1|           4875|              3|    136.1237900|             73|       9.000000|             10|         21.000|  7790150211779| 17790150211752|
              1|           4878|              6|    149.4337900|            -12|       1.000000|              6|         21.000|  7798085680424| 67798085680426|
              1|           4882|              3|    320.6487900|            -17|       0.000000|             10|         21.000|  7790387113310| 17790387113317|
              1|           4883|              3|    320.6487900|            -20|       0.000000|             10|         21.000|  7790387014310| 17790387014317|
              1|           4885|              3|    157.0567900|            -20|       0.000000|             12|         21.000|  7792390620021| 37792390620022|
              1|           4886|              3|    157.0567900|            -20|       0.000000|             12|         21.000|  7792390620120| 37792390620121|
              1|           4887|              3|    157.0567900|            -20|       0.000000|             12|         21.000|  7792390620328| 37792390620329|
              1|           4888|              3|     49.3062900|           2918|     147.000000|             20|         21.000|  7790070318282| 17790070318289|
              1|           4889|              3|     49.3062900|           4386|     294.000000|             15|         21.000|  7790070318343| 17790070318340|
              1|           4890|              3|    114.9487900|            563|      58.000000|             10|         21.000|  7790070411716| 17790070411713|
              1|           4894|              3|     91.9587900|           2988|     301.000000|             10|         21.000|  7790070411846| 17790070411843|
              1|           4895|              3|     79.0722900|            -20|       0.000000|             10|         21.000|  7790070411860| 17790070411867|
              1|           4897|              3|     45.9787900|            618|      64.000000|             10|         21.000|  7790070411877| 17790070411874|
              1|           4898|              3|     82.0367900|            -20|       0.000000|             10|         21.000|  7790070411815| 17790070411812|
              1|           4899|              3|     45.9787900|           2214|     223.000000|             10|         21.000|  7790070411822| 17790070411829|
              1|           4941|              3|     57.8972900|            597|      34.000000|             18|         21.000|  7613034450074|  7613034450081|
              1|           4942|              3|    104.0587900|             22|       4.000000|             12|         21.000|  7613034449993|  7613034450005|
              1|           4946|              6|     63.8867900|            -20|       0.000000|              6|         21.000|  7798167920271| 17798167920278|
              1|           4949|              2|     57.1422500|            -52|      -1.000000|             48|         21.000|  7791337957107|               |
              1|           4950|              2|     57.1422500|             48|       1.000000|             48|         21.000|  7791337957183|               |
              1|           4955|              2|     77.5065500|            -18|       0.000000|             35|         21.000|  7791337643024|               |
              1|           4958|              2|     79.8515300|            -20|       0.000000|              1|         21.000|  7791337603073|               |
              1|           4959|              2|    148.2879200|            -20|       0.000000|              1|         21.000|  7791337965614|               |
              1|           4960|              2|    148.2879200|            -20|       0.000000|              1|         21.000|  7791337965621|               |
              1|           4962|              2|     57.5125100|            -26|      -1.000000|             12|         21.000|  7791337001596|               |
              1|           4964|              2|     79.8515300|            -20|       0.000000|              1|         21.000|           4964|               |
              1|           4965|              2|     79.8515300|            -20|       0.000000|              1|         21.000|           4965|               |
              1|           4968|              6|     17.4227900|           4240|      18.000000|            240|         21.000|  7730908401595|               |
              1|           4969|              6|     17.4227900|           3160|      13.000000|            240|         21.000|  7730908401847|               |
              1|           4972|              2|     57.5141450|            -17|       0.000000|             36|         10.500|  7790670050483| 17790670050480|
              1|           4973|              2|     53.9781450|            -16|       0.000000|             28|         10.500|  7790670050476| 37797775000079|
              1|           4976|              3|    317.0187900|            265|      24.000000|             12|         21.000|  7613034679215| 07613034679222|
              1|           4977|              3|    107.0837900|             86|       9.000000|             12|         21.000|  7792280000094| 17792280000091|
              1|           4978|              3|    212.3537900|             44|       6.000000|             10|         21.000|  7792280000209| 17792280000206|
              1|           4980|             11|    519.4517900|             -1|      19.000000|              1|         21.000|  7798085999977|               |
              1|           4981|              3|    102.6067900|           1096|      93.000000|             12|         21.000|  7790272000831| 17790272000838|
              1|           4989|              5|     62.5557900|            -20|       0.000000|             36|         21.000|  7790380026112| 17790380026119|
              1|           4994|              5|    134.8532900|            128|      16.000000|              9|         21.000|  7622300847265| 17622300847248|
              1|           5001|              3|     20.8107900|            878|      75.000000|             12|         21.000|  7790971001962| 17790971001969|
              1|           5002|              3|     21.8997900|            -20|       0.000000|             12|         21.000|  7790971000385| 17790971000382|
              1|           5008|              5|     22.5652900|            -20|       0.000000|            192|         21.000|  7790070411952| 17790070411980|
              1|           5013|              3|     60.4987900|           3159|     318.000000|             10|         21.000|  7790070411839| 17790070411836|
              1|           5014|              3|    176.6587900|            -20|       0.000000|             10|         21.000|  7790070411723|               |
              1|           5015|              3|    120.9987900|            -17|       0.000000|             10|         21.000|  7790070411730|               |
              1|           5016|              4|    202.0687900|            -20|       0.000000|              8|         21.000|  7791568005899| 17791568005896|
              1|           5018|             11|    529.0712900|            -19|       0.000000|              3|         21.000|  7794000960619| 17794000959627|
              1|           5020|              3|     74.7767900|            296|      53.000000|              6|         21.000|  7790150240274| 17790150240271|
              1|           5021|              3|     35.5122900|            -20|       0.000000|             10|         21.000|  7796373182001| 37796373182002|
              1|           5028|              4|    133.0987900|            -20|       0.000000|             18|         21.000|  7790040127135| 17790040127132|
              1|           5029|              4|    133.0987900|            -20|       0.000000|             18|         21.000|  7790040127142| 17790040127149|
              1|           5030|              3|     64.7337900|             23|       7.000000|              6|         21.000|  7792280002753| 37792280002754|
              1|           5036|              3|    151.8537900|             -5|       2.000000|             10|         21.000|  7790387014419| 17790387014416|
              1|           5038|             11|    408.2527900|            -19|       0.000000|              3|         21.000|  7794000960374| 17794000960371|
              1|           5039|              4|    107.6887900|            -20|       0.000000|             20|         21.000|  7792730021433| 17792730021430|
              1|           5065|              8|    147.2557900|            399|      42.000000|             10|         21.000|  7790940003089|               |
              1|           5067|              8|     68.0007900|            281|       8.000000|             40|         21.000|  7790064001701| 57790064001706|
              1|           5068|              8|    133.0987900|            113|       7.000000|             20|         21.000|  7790064001718| 47790064001716|
              1|           5077|              8|     67.7587900|            171|       3.000000|             60|         21.000|  7790064000230|               |
              1|           5078|              8|     65.3387900|            -20|       0.000000|             30|         21.000|  7790064000247| 17790064000244|
              1|           5080|              8|     84.6987900|           1146|      39.000000|             30|         21.000|  7790064000124| 17790064000121|
              1|           5081|              8|     44.7687900|           1189|      20.000000|             60|         21.000|  7790064000261| 17790064000261|
              1|           5082|              8|    181.4987900|            390|      41.000000|             10|         21.000|  7790064000131| 17790064000138|
              1|           5084|              4|    220.2187900|            -20|       0.000000|              8|         21.000|  7793890251852| 17793890251859|
              1|           5085|              4|     80.4637900|            -20|       0.000000|             15|         21.000|  7793890252804| 17793890252801|
              1|           5089|             11|    583.8842900|            -15|       5.000000|              1|         21.000| 67794000960628| 67794000960604|
              1|           5090|             11|    303.2247900|            232|      84.000000|              3|         21.000|  7794000960695| 17794000960692|
              1|           5092|             11|    203.8837900|            -20|       0.000000|              1|         21.000|  7791422000343|               |
              1|           5097|              3|    139.1487900|             34|       5.000000|             12|         21.000|  7798080521272| 17798080521279|
              1|           5098|              3|     64.1892900|            141|      27.000000|              6|         21.000|  7794940000758| 37794940000759|
              1|           5099|             11|    324.0972900|             23|      14.000000|              3|         21.000|  7794000959613| 17794000959610|
              1|           5100|             11|    564.4032900|            -18|       1.000000|              3|         21.000|  7794000960671| 17794000960678|
              1|           5101|              3|     41.1387900|            367|      32.000000|             12|         21.000|  7790070411679| 17790070411676|
              1|           5105|              3|     41.1387900|             -6|       1.000000|             12|         21.000|  7790070411686| 17790070411683|
              1|           5106|              3|     41.1387900|            -22|       0.000000|             12|         21.000|  7790070411693| 17790070411690|
              1|           5107|              3|     41.9252900|            118|       7.000000|             20|         21.000|  7790150540152| 37790150540153|
              1|           5108|              3|     28.5547900|            323|      34.000000|             10|         21.000|  7790150564806| 17790150564803|
              1|           5109|              3|     29.2807900|            160|      18.000000|             10|         21.000|  7790150490396| 17790150490393|
              1|           5111|              2|    120.9987900|           -112|      -6.000000|             15|         21.000|  7796989007620|              0|
              1|           5115|              2|     76.1682900|              8|       2.000000|             18|         21.000|  7793890250992|               |
              1|           5123|              7|     87.1792900|            -20|       0.000000|             12|         21.000|  6001298008123| 36001298008124|
              1|           5126|              2|    141.0242900|            -20|       0.000000|             10|         21.000|  7793890001129|               |
              1|           5127|              2|     71.7517900|            -18|       0.000000|             15|         21.000|  7796989007699|              0|
              1|           5128|              7|     49.6087900|            173|       2.000000|            120|         21.000|  7790117000019| 67790117000011|
              1|           5129|              7|     79.8587900|            188|       2.000000|            120|         21.000|  7790117000026| 67790117000028|
              1|           5130|              7|    181.4987900|            -20|       0.000000|             40|         21.000|  7790117000033| 47790117000031|
              1|           5148|              2|     71.7517900|            -19|       0.000000|             20|         21.000|  7796989007729|               |
              1|           5149|              2|     54.5092900|            -14|       0.000000|             24|         21.000|  7793890001150|               |
              1|           5162|             11|   1130.5235700|            -19|       0.000000|              4|         21.000|  7798057860755|  7798057861271|
              1|           5165|             11|   1130.5235700|            -12|       2.000000|              4|         21.000|  7798057860762|               |
              1|           5168|              7|    108.1727900|             15|       3.000000|             12|         21.000|  7791130000154| 37791130000155|
              1|           5169|              7|    108.1727900|             11|       3.000000|             12|         21.000|  7791130015424|  7791130000512|
              1|           5173|              2|     54.5092900|            -13|       0.000000|             22|         21.000|  7793890001174|               |
              1|           5176|              7|    970.7817900|            -11|       2.000000|              4|         21.000|  7790463000077| 17790463000074|
              1|           5183|              7|    261.7217900|             -9|       2.000000|              6|         21.000|  7790613071520| 27790613071524|
              1|           5189|              7|    157.0567900|             27|       4.000000|             12|         21.000|  7790613001077| 17790613001074|
              1|           5191|              7|     81.0082900|            -17|       0.000000|             12|         21.000|  7790613071087| 17790613071084|
              1|           5192|              7|    157.0567900|             -9|       1.000000|             12|         21.000|  7790613001091| 17790613001098|
              1|           5201|              7|    261.7217900|            -11|       2.000000|              6|         21.000|  7790613071544| 27790613071548|
              1|           5202|              7|    315.3247900|             18|       3.000000|             12|         21.000|  7790520007216| 37790520007217|
              1|           5204|              7|    273.2772900|            -20|       0.000000|             12|         21.000|  7790520007193| 37790520007194|
              1|           5212|              2|     80.2822900|            -24|       0.000000|             18|         21.000|  7793890251081|               |
              1|           5213|              2|    145.1382900|            -14|       1.000000|             10|         21.000|  7793890001143|               |
              1|           5218|              2|    157.2358700|             59|       7.000000|             12|         21.000|  7791337991071|               |
              1|           5240|              3|     22.9887900|           2922|     245.000000|             12|         21.000|  7790971001931| 17790971001938|
              1|           5241|              3|     59.2887900|            195|      18.000000|             12|         21.000|  7790971000163| 17790971000160|
              1|           5242|              6|     28.3732900|            -20|       0.000000|             12|         21.000|  7798095171349|              0|
              1|           5243|              6|    110.9557900|            111|      66.000000|              2|         21.000|  7798065730873|               |
              1|           5244|              3|    157.0567900|            125|      24.000000|              6|         21.000|  7791118000503| 17791118000500|
              1|           5245|              3|    104.0587900|             58|       7.000000|             12|         21.000|  7791118000534| 17791118000821|
              1|           5248|              3|    114.9487900|            584|      19.000000|             32|         21.000|  7794000599185| 47794000599183|
              1|           5249|              3|     50.0322900|           1564|      32.000000|             50|         21.000|  7794000599178| 67794000599170|
              1|           5251|             11|    437.2927900|            -20|       0.000000|              1|         21.000| 67794000959561|               |
              1|           5254|             11|    126.6857900|            -20|       0.000000|             12|         21.000|  7795933203170| 27795933203174|
              1|           5257|             11|     26.8002900|            -20|       0.000000|             12|         21.000|  7795933209035| 27795933209039|
              1|           5261|              3|    102.8487900|            194|      12.000000|             18|         21.000|  7790070412362| 17790070412369|
              1|           5262|              3|    102.8487900|            310|      18.000000|             18|         21.000|  7790070412379| 17790070412376|
              1|           5263|              3|    102.8487900|            207|      13.000000|             18|         21.000|  7790070412386| 17790070412383|
              1|           5264|              3|    134.6112900|            150|       9.000000|             18|         21.000|  7790070410627| 27790070410621|
              1|           5265|              3|     38.7187900|            178|      17.000000|             12|         21.000|  7790070412478| 17790070412475|
              1|           5266|              3|     38.7187900|            123|      12.000000|             12|         21.000|  7790070412485| 27790070412489|
